62048c,2025-06-03 17:08:09,SIZE,inside,9
9525f0,2025-06-03 17:08:13,BACK,inside,
1f5aac,2025-06-03 17:08:23,SELF,inside,"{c:100,a:6,s:5,clear:5,fun:5,easy:5}"
5cd80d,2025-06-03 17:08:25,DOWN,school,
c2f1a6,2025-06-03 17:17:16,PICK,school,
bbed0d,2025-06-03 17:17:18,TEST,school,100
ccedfc,2025-06-03 17:17:18,SIZE,school,15
35f82f,2025-06-03 17:17:20,BACK,school,
0913ca,2025-06-03 17:17:29,SELF,school,"{c:100,a:6,s:5,clear:5,fun:5,easy:5}"
08a033,2025-06-03 17:17:35,DOWN,min2,
95461f,2025-06-03 17:17:35,PICK,min2,
efe11a,2025-06-03 17:23:47,OPEN,,
1f1260,2025-06-03 17:23:49,PICK,min2,
5a0a1f,2025-06-03 17:24:07,TEST,min2,100
8c6940,2025-06-03 17:24:07,SIZE,min2,7
446988,2025-06-03 17:24:08,BACK,min2,
b4d0c1,2025-06-03 17:24:33,SELF,min2,"{c:100,a:6,s:5,clear:5,fun:3,easy:5}"
97fd10,2025-06-03 17:24:56,PICK,min2,
813b66,2025-06-03 17:25:04,BACK,min2,
5734b3,2025-06-03 17:25:05,DOWN,min3,
3424af,2025-06-03 17:25:23,PICK,min3,
32f0c3,2025-06-03 17:25:24,TEST,min3,100
cb23d0,2025-06-03 17:25:24,SIZE,min3,8
686282,2025-06-03 17:25:27,BACK,min3,
7e264f,2025-06-03 17:25:37,SELF,min3,"{c:100,a:6,s:5,clear:5,fun:3,easy:5}"
ba2d4c,2025-06-03 17:25:40,DOWN,tv,
48873f,2025-06-03 17:32:33,PICK,tv,
127708,2025-06-03 17:32:34,TEST,tv,0
c83938,2025-06-03 17:32:34,SIZE,tv,13
363d9a,2025-06-03 17:33:16,TEST,tv,100
0f5bd5,2025-06-03 17:33:16,SIZE,tv,13
f58eb2,2025-06-03 17:33:19,BACK,tv,
f9e750,2025-06-03 17:33:28,SELF,tv,"{c:100,a:6,s:5,clear:5,fun:5,easy:5}"
af18c9,2025-06-03 17:33:33,QUIT,,
218ca3,2025-06-08 08:43:56,OPEN,,
efb0e4,2025-06-08 08:44:14,DOWN,index,
dcda1b,2025-06-08 08:44:18,PICK,index,
450fd2,2025-06-08 08:56:22,TEST,index,75
82eddc,2025-06-08 08:57:12,TEST,index,50
894d4c,2025-06-08 08:58:40,TEST,index,0
009bbe,2025-06-08 08:58:56,TEST,index,100
1d6a7d,2025-06-08 08:58:59,BACK,index,
3e011e,2025-06-08 08:59:16,DOWN,contains,
12fda6,2025-06-08 08:59:19,PICK,contains,
dc4d86,2025-06-08 09:00:08,TEST,contains,100
4c55e8,2025-06-08 09:00:09,BACK,contains,
f5c4db,2025-06-08 09:00:21,DOWN,length,
72f1d5,2025-06-08 09:00:22,PICK,length,
b0252d,2025-06-08 09:00:46,TEST,length,100
922aba,2025-06-08 09:00:48,BACK,length,
7e743f,2025-06-08 09:00:50,DOWN,maximum,
198960,2025-06-08 09:00:51,PICK,maximum,
7053b6,2025-06-08 09:01:20,TEST,maximum,100
94d292,2025-06-08 09:01:22,BACK,maximum,
fd697f,2025-06-08 09:01:28,DOWN,init,
b8daf9,2025-06-08 09:01:30,PICK,init,
f30166,2025-06-08 09:02:46,TEST,init,100
fd62fe,2025-06-08 09:02:56,BACK,init,
170336,2025-06-08 09:03:04,DOWN,splitAt,
e22b02,2025-06-08 09:03:05,PICK,splitAt,
beaade,2025-06-08 09:05:19,TEST,splitAt,100
27008e,2025-06-08 09:05:20,BACK,splitAt,
69abb0,2025-06-08 09:05:33,DOWN,partition,
db96f1,2025-06-08 09:05:34,PICK,partition,
2fca2b,2025-06-08 09:07:20,TEST,partition,0
647cbe,2025-06-08 09:07:31,TEST,partition,100
51b871,2025-06-08 09:10:09,TEST,partition,0
1c7af5,2025-06-08 09:10:31,TEST,partition,0
4c22da,2025-06-08 09:10:36,TEST,partition,0
ab6238,2025-06-08 09:14:54,TEST,partition,100
7d1576,2025-06-08 09:14:55,BACK,partition,
fffab2,2025-06-08 09:14:58,DOWN,tails,
547a13,2025-06-08 09:14:59,PICK,tails,
409a92,2025-06-08 09:17:00,TEST,tails,0
2e6d74,2025-06-08 09:17:17,TEST,tails,0
1aaabd,2025-06-08 09:17:24,TEST,tails,100
4f1333,2025-06-08 09:17:25,BACK,tails,
aa3451,2025-06-08 09:17:26,DOWN,oddsum,
b74dbf,2025-06-08 09:17:27,PICK,oddsum,
52dfb9,2025-06-08 09:21:00,TEST,oddsum,100
3d29de,2025-06-08 09:21:02,BACK,oddsum,
4ae7da,2025-06-08 09:21:13,DOWN,subsets,
96d8fb,2025-06-08 09:21:14,PICK,subsets,
787d3a,2025-06-08 09:50:16,TEST,subsets,0
9944af,2025-06-08 09:50:47,TEST,subsets,0
67a990,2025-06-08 09:51:02,TEST,subsets,0
5c9d9b,2025-06-08 09:51:18,TEST,subsets,0
c1c33c,2025-06-08 09:51:54,TEST,subsets,0
6515aa,2025-06-08 09:52:23,TEST,subsets,0
e64726,2025-06-08 09:54:55,TEST,subsets,0
86abcd,2025-06-08 09:55:00,TEST,subsets,0
684393,2025-06-08 09:56:05,TEST,subsets,0
21efe2,2025-06-08 09:58:50,TEST,subsets,0
014b8a,2025-06-08 10:00:54,TEST,subsets,25
07245d,2025-06-08 10:03:25,BACK,subsets,
2fdbf4,2025-06-08 10:03:41,SELF,index,"{c:100,a:6,s:5}"
cf9335,2025-06-08 10:03:51,SELF,contains,"{c:100,a:6,s:5}"
633f6f,2025-06-08 10:03:58,SELF,length,"{c:100,a:6,s:5}"
9a8673,2025-06-08 10:04:03,SELF,maximum,"{c:100,a:6,s:5}"
349301,2025-06-08 10:04:07,SELF,init,"{c:100,a:6,s:5}"
ba2bec,2025-06-08 10:04:12,SELF,splitAt,"{c:100,a:6,s:5}"
f96cc4,2025-06-08 10:04:17,SELF,partition,"{c:100,a:6,s:5}"
077d35,2025-06-08 10:04:21,SELF,tails,"{c:100,a:6,s:5}"
e82fd6,2025-06-08 10:04:32,SELF,oddsum,"{c:100,a:6,s:5}"
da458b,2025-06-08 10:31:20,PICK,subsets,
258fe3,2025-06-08 10:54:52,TEST,subsets,0
03e03f,2025-06-08 10:57:12,TEST,subsets,100
5b2dbf,2025-06-08 10:57:39,TEST,subsets,0
4a4de5,2025-06-08 10:57:45,TEST,subsets,100
b083a4,2025-06-08 10:57:48,BACK,subsets,
39d20d,2025-06-08 10:57:51,PICK,subsets,
c787d2,2025-06-08 10:57:52,BACK,subsets,
2906ee,2025-06-08 10:58:32,SELF,subsets,"{c:100,a:5,s:4}"
111f6c,2025-06-08 10:58:37,DOWN,max3,
1dbe55,2025-06-08 10:58:37,PICK,max3,
754d82,2025-06-08 10:59:25,TEST,max3,100
8b4c9e,2025-06-08 10:59:39,BACK,max3,
f26630,2025-06-08 10:59:53,SELF,max3,"{c:100,a:6,s:5}"
32cf46,2025-06-08 10:59:56,DOWN,fat,
eb3ff9,2025-06-08 11:01:02,PICK,fat,
887d12,2025-06-08 11:01:04,TEST,fat,0
d2f825,2025-06-08 11:01:31,TEST,fat,0
ecda26,2025-06-08 16:54:56,OPEN,,
2290bf,2025-06-08 16:55:00,PICK,fat,
ff59cf,2025-06-08 16:55:02,TEST,fat,0
cd8bb4,2025-06-08 16:55:10,TEST,fat,100
cd1a19,2025-06-08 16:55:11,BACK,fat,
8395cb,2025-06-08 16:55:26,SELF,fat,"{c:100,a:6,s:5}"
2b73ff,2025-06-08 16:55:34,DOWN,union,
0e57e3,2025-06-08 16:55:35,PICK,union,
fdfc25,2025-06-08 16:58:18,TEST,union,0
2c62b1,2025-06-08 17:01:04,TEST,union,100
2e3271,2025-06-08 17:01:05,BACK,union,
e6424a,2025-06-08 17:01:15,SELF,union,"{c:100,a:6,s:5}"
ed35f9,2025-06-08 17:01:17,DOWN,intersec,
7164a7,2025-06-08 17:01:18,PICK,intersec,
3711b3,2025-06-08 17:07:41,TEST,intersec,100
88dea6,2025-06-08 17:08:43,BACK,intersec,
29ed63,2025-06-08 17:08:47,DOWN,inits,
33961b,2025-06-08 17:08:48,PICK,inits,
762b75,2025-06-08 17:19:36,TEST,inits,0
3f76d9,2025-06-08 17:20:23,TEST,inits,0
54774b,2025-06-08 17:21:23,TEST,inits,100
577191,2025-06-08 17:23:45,TEST,inits,100
39b624,2025-06-08 17:24:19,TEST,inits,100
354553,2025-06-08 17:26:52,BACK,inits,
7f4272,2025-06-08 17:27:15,SELF,inits,"{c:100,a:4,s:4}"
ecabf2,2025-06-08 17:27:20,DOWN,slice,
29e272,2025-06-08 17:27:21,PICK,slice,
292a87,2025-06-08 17:52:34,TEST,slice,100
071302,2025-06-08 17:55:09,TEST,slice,100
8fc251,2025-06-08 17:55:17,BACK,slice,
b31b9d,2025-06-08 17:55:58,SELF,slice,"{c:100,a:4,s:5}"
c98925,2025-06-08 17:56:08,SELF,slice,"{c:100,a:4,s:5}"
646a8f,2025-06-08 17:56:13,QUIT,,
c373f2,2025-06-08 17:57:05,OPEN,,
246f01,2025-06-08 17:57:20,DOWN,parity,
aaa6ce,2025-06-08 17:57:20,PICK,parity,
8c64be,2025-06-08 17:59:36,TEST,parity,0
87f75e,2025-06-08 17:59:36,SIZE,parity,7
e5be77,2025-06-08 18:01:58,TEST,parity,100
3fea2f,2025-06-08 18:01:58,SIZE,parity,9
55f22a,2025-06-08 18:02:00,BACK,parity,
672e4d,2025-06-08 18:02:10,SELF,parity,"{c:100,a:6,s:5,clear:5,fun:5,easy:5}"
9bcede,2025-06-08 18:02:17,SELF,parity,"{c:100,a:6,s:5,clear:5,fun:5,easy:4}"
f9effd,2025-06-08 18:02:27,DOWN,swap,
fe1b67,2025-06-08 18:02:27,PICK,swap,
9fadf6,2025-06-08 18:09:49,TEST,swap,20
5e54fc,2025-06-08 18:09:49,SIZE,swap,15
dd08e4,2025-06-08 18:12:17,TEST,swap,0
827159,2025-06-08 18:12:17,SIZE,swap,23
69e474,2025-06-08 18:17:51,TEST,swap,20
cf41c9,2025-06-08 18:17:51,SIZE,swap,23
fa4995,2025-06-08 18:26:19,TEST,swap,100
35ab16,2025-06-08 18:26:19,SIZE,swap,23
3a3007,2025-06-08 18:26:31,BACK,swap,
894471,2025-06-08 18:26:58,SELF,swap,"{c:100,a:6,s:5,clear:5,fun:5,easy:3}"
8b589a,2025-06-08 18:27:04,DOWN,euler1,
ebe271,2025-06-08 18:35:03,PICK,euler1,
659c62,2025-06-08 18:35:08,TEST,euler1,100
eeb4f7,2025-06-08 18:35:08,SIZE,euler1,8
07960a,2025-06-08 18:35:12,BACK,euler1,
34bd49,2025-06-08 18:35:26,SELF,euler1,"{c:100,a:6,s:5,clear:5,fun:4,easy:4}"
3b059d,2025-06-08 18:35:31,DOWN,distance,
2a2172,2025-06-08 20:13:31,PICK,distance,
371599,2025-06-08 20:13:33,TEST,distance,0
777c77,2025-06-08 20:13:33,SIZE,distance,107
adec7a,2025-06-08 20:14:42,TEST,distance,0
181a21,2025-06-08 20:14:42,SIZE,distance,127
02add4,2025-06-08 20:15:06,TEST,distance,57
f9d3bb,2025-06-08 20:15:06,SIZE,distance,128
137dad,2025-06-08 20:15:12,TEST,distance,57
02bf34,2025-06-08 20:28:09,BACK,distance,
aaf1bb,2025-06-08 20:28:50,SELF,distance,"{c:50,a:6,s:5,clear:2,fun:5,easy:2}"
d4b619,2025-06-08 20:29:42,DOWN,blackjack,
bc6c21,2025-06-08 20:34:25,PICK,blackjack,
5ae532,2025-06-08 20:34:26,BACK,blackjack,
c38514,2025-06-08 20:34:30,PICK,distance,
2b8de7,2025-06-08 20:34:33,TEST,distance,0
634bd1,2025-06-08 20:34:34,SIZE,distance,123
dc838c,2025-06-08 20:35:17,TEST,distance,100
9e51f5,2025-06-08 20:35:26,BACK,distance,
f6ec55,2025-06-08 20:35:37,SELF,distance,"{c:100,a:1,s:2,clear:2,fun:5,easy:2}"
b5a007,2025-06-08 20:40:39,SELF,distance,"{c:100,a:1,s:2,clear:2,fun:5,easy:2}"
7a63f0,2025-06-08 20:54:22,PICK,blackjack,
d084c6,2025-06-08 20:54:27,TEST,blackjack,100
8918d7,2025-06-08 20:54:27,SIZE,blackjack,20
03173b,2025-06-08 20:54:33,BACK,blackjack,
88165a,2025-06-08 20:54:54,SELF,blackjack,"{c:100,a:6,s:5,clear:5,fun:5,easy:4}"
093261,2025-06-08 20:55:02,DOWN,lines,
e984f2,2025-06-08 20:55:03,PICK,lines,
bbeb93,2025-06-08 21:05:30,TEST,lines,0
72e8c1,2025-06-08 21:05:31,SIZE,lines,6
dfc033,2025-06-08 21:05:42,TEST,lines,100
75e3f5,2025-06-08 21:05:43,BACK,lines,
73e748,2025-06-08 21:06:15,SELF,lines,"{c:100,a:5,s:5,clear:4,fun:4,easy:4}"
efed41,2025-06-08 21:06:46,SELF,intersec,"{c:100,a:6,s:5,clear:5,fun:0,easy:0}"
51a156,2025-06-08 21:06:58,DOWN,triangle,
e2353c,2025-06-08 21:06:59,PICK,triangle,
c9f8c2,2025-06-08 21:07:38,BACK,triangle,
945cb9,2025-06-08 21:09:36,PICK,triangle,
a5f072,2025-06-08 21:09:41,TEST,triangle,100
a4b7cd,2025-06-08 21:09:41,SIZE,triangle,9
3fd141,2025-06-08 21:09:42,BACK,triangle,
92df4e,2025-06-08 21:10:13,SELF,triangle,"{c:100,a:6,s:5,clear:5,fun:3,easy:5}"
954c0d,2025-06-08 21:10:20,DOWN,end,
0b87c7,2025-06-08 21:10:22,PICK,end,
28c51f,2025-06-08 21:10:28,BACK,end,
fc2c39,2025-06-08 21:27:58,PICK,end,
867e13,2025-06-08 21:28:01,TEST,end,0
519ecd,2025-06-08 21:28:01,SIZE,end,20
2697eb,2025-06-08 21:28:37,TEST,end,100
5f2ea9,2025-06-08 21:28:37,SIZE,end,20
83c8bb,2025-06-08 21:28:39,BACK,end,
610295,2025-06-08 21:29:21,SELF,end,"{c:100,a:1,s:3,clear:2,fun:5,easy:3}"
7f276a,2025-06-08 21:29:24,DOWN,listacc,
bcfb9e,2025-06-08 21:29:25,PICK,listacc,
17293c,2025-06-08 21:34:52,TEST,listacc,40
8fc4e4,2025-06-08 21:34:52,SIZE,listacc,6
63f09b,2025-06-08 21:35:10,TEST,listacc,40
d707c5,2025-06-08 21:35:10,SIZE,listacc,6
40d554,2025-06-08 21:48:47,TEST,listacc,100
79b0a5,2025-06-08 21:48:47,SIZE,listacc,6
0d07c3,2025-06-08 21:48:48,BACK,listacc,
d6ce9f,2025-06-08 21:49:28,SELF,listacc,"{c:100,a:6,s:5,clear:4,fun:5,easy:3}"
e69b3b,2025-06-08 21:49:31,QUIT,,
